dt: 0.01
Time[s]     Moment_Rate [Nm/s]
    0.00		0.0000e+00
    0.01		1.6480e+12
    0.02		8.2384e+12
    0.03		2.3061e+13
    0.04		4.9396e+13
    0.05		9.0515e+13
    0.06		1.4967e+14
    0.07		2.3011e+14
    0.08		3.3503e+14
    0.09		4.6765e+14
    0.10		6.3111e+14
    0.11		8.2856e+14
    0.12		1.0631e+15
    0.13		1.3378e+15
    0.14		1.6556e+15
    0.15		2.0197e+15
    0.16		2.4328e+15
    0.17		2.8979e+15
    0.18		3.4178e+15
    0.19		3.9953e+15
    0.20		4.6332e+15
    0.21		5.3340e+15
    0.22		6.1005e+15
    0.23		6.9350e+15
    0.24		7.8402e+15
    0.25		8.8185e+15
    0.26		9.8720e+15
    0.27		1.1003e+16
    0.28		1.2214e+16
    0.29		1.3507e+16
    0.30		1.4884e+16
    0.31		1.6346e+16
    0.32		1.7896e+16
    0.33		1.9536e+16
    0.34		2.1267e+16
    0.35		2.3091e+16
    0.36		2.5008e+16
    0.37		2.7022e+16
    0.38		2.9132e+16
    0.39		3.1341e+16
    0.40		3.3648e+16
    0.41		3.6057e+16
    0.42		3.8566e+16
    0.43		4.1177e+16
    0.44		4.3891e+16
    0.45		4.6708e+16
    0.46		4.9630e+16
    0.47		5.2655e+16
    0.48		5.5785e+16
    0.49		5.9020e+16
    0.50		6.2360e+16
    0.51		6.5805e+16
    0.52		6.9354e+16
    0.53		7.3008e+16
    0.54		7.6767e+16
    0.55		8.0629e+16
    0.56		8.4595e+16
    0.57		8.8663e+16
    0.58		9.2834e+16
    0.59		9.7105e+16
    0.60		1.0148e+17
    0.61		1.0595e+17
    0.62		1.1052e+17
    0.63		1.1518e+17
    0.64		1.1995e+17
    0.65		1.2480e+17
    0.66		1.2975e+17
    0.67		1.3479e+17
    0.68		1.3992e+17
    0.69		1.4514e+17
    0.70		1.5044e+17
    0.71		1.5583e+17
    0.72		1.6130e+17
    0.73		1.6684e+17
    0.74		1.7247e+17
    0.75		1.7817e+17
    0.76		1.8395e+17
    0.77		1.8979e+17
    0.78		1.9570e+17
    0.79		2.0168e+17
    0.80		2.0772e+17
    0.81		2.1383e+17
    0.82		2.1999e+17
    0.83		2.2620e+17
    0.84		2.3247e+17
    0.85		2.3878e+17
    0.86		2.4515e+17
    0.87		2.5155e+17
    0.88		2.5800e+17
    0.89		2.6448e+17
    0.90		2.7099e+17
    0.91		2.7754e+17
    0.92		2.8412e+17
    0.93		2.9071e+17
    0.94		2.9734e+17
    0.95		3.0397e+17
